"external/ns3_step","ppo_morabito_ns3_20ue_20260508_160337 - external/active_gnb_count","ppo_morabito_ns3_20ue_20260508_160337 - external/active_gnb_count__MIN","ppo_morabito_ns3_20ue_20260508_160337 - external/active_gnb_count__MAX","ppo_morabito_ns3_20ue_20260508_160337 - _step","ppo_morabito_ns3_20ue_20260508_160337 - _step__MIN","ppo_morabito_ns3_20ue_20260508_160337 - _step__MAX","a2c_morabito_ns3_20ue_20260508_160335 - external/active_gnb_count","a2c_morabito_ns3_20ue_20260508_160335 - external/active_gnb_count__MIN","a2c_morabito_ns3_20ue_20260508_160335 - external/active_gnb_count__MAX","a2c_morabito_ns3_20ue_20260508_160335 - _step","a2c_morabito_ns3_20ue_20260508_160335 - _step__MIN","a2c_morabito_ns3_20ue_20260508_160335 - _step__MAX","dqn_morabito_ns3_20ue_20260508_160334 - external/active_gnb_count","dqn_morabito_ns3_20ue_20260508_160334 - external/active_gnb_count__MIN","dqn_morabito_ns3_20ue_20260508_160334 - external/active_gnb_count__MAX","dqn_morabito_ns3_20ue_20260508_160334 - _step","dqn_morabito_ns3_20ue_20260508_160334 - _step__MIN","dqn_morabito_ns3_20ue_20260508_160334 - _step__MAX","dueling_dqn_morabito_ns3_20ue_20260508_160331 - external/active_gnb_count","dueling_dqn_morabito_ns3_20ue_20260508_160331 - external/active_gnb_count__MIN","dueling_dqn_morabito_ns3_20ue_20260508_160331 - external/active_gnb_count__MAX","dueling_dqn_morabito_ns3_20ue_20260508_160331 - _step","dueling_dqn_morabito_ns3_20ue_20260508_160331 - _step__MIN","dueling_dqn_morabito_ns3_20ue_20260508_160331 - _step__MAX","2026-05-08_13-32 - external/active_gnb_count","2026-05-08_13-32 - external/active_gnb_count__MIN","2026-05-08_13-32 - external/active_gnb_count__MAX","2026-05-08_13-32 - _step","2026-05-08_13-32 - _step__MIN","2026-05-08_13-32 - _step__MAX","a2c_morabito_ns3_20ue_20260507_232704 - external/active_gnb_count","a2c_morabito_ns3_20ue_20260507_232704 - external/active_gnb_count__MIN","a2c_morabito_ns3_20ue_20260507_232704 - external/active_gnb_count__MAX","a2c_morabito_ns3_20ue_20260507_232704 - _step","a2c_morabito_ns3_20ue_20260507_232704 - _step__MIN","a2c_morabito_ns3_20ue_20260507_232704 - _step__MAX","ppo_morabito_ns3_20ue_20260507_232608 - external/active_gnb_count","ppo_morabito_ns3_20ue_20260507_232608 - external/active_gnb_count__MIN","ppo_morabito_ns3_20ue_20260507_232608 - external/active_gnb_count__MAX","ppo_morabito_ns3_20ue_20260507_232608 - _step","ppo_morabito_ns3_20ue_20260507_232608 - _step__MIN","ppo_morabito_ns3_20ue_20260507_232608 - _step__MAX","dueling_dqn_morabito_ns3_20ue_20260507_232606 - external/active_gnb_count","dueling_dqn_morabito_ns3_20ue_20260507_232606 - external/active_gnb_count__MIN","dueling_dqn_morabito_ns3_20ue_20260507_232606 - external/active_gnb_count__MAX","dueling_dqn_morabito_ns3_20ue_20260507_232606 - _step","dueling_dqn_morabito_ns3_20ue_20260507_232606 - _step__MIN","dueling_dqn_morabito_ns3_20ue_20260507_232606 - _step__MAX","dqn_morabito_ns3_20ue_20260507_232604 - external/active_gnb_count","dqn_morabito_ns3_20ue_20260507_232604 - external/active_gnb_count__MIN","dqn_morabito_ns3_20ue_20260507_232604 - external/active_gnb_count__MAX","dqn_morabito_ns3_20ue_20260507_232604 - _step","dqn_morabito_ns3_20ue_20260507_232604 - _step__MIN","dqn_morabito_ns3_20ue_20260507_232604 - _step__MAX"
"1047","5","5","5","1047","1047","1047","5","5","5","1047","1047","1047","8","8","8","1047","1047","1047","7","7","7","1047","1047","1047","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1048","6","6","6","1048","1048","1048","7","7","7","1048","1048","1048","8","8","8","1048","1048","1048","7","7","7","1048","1048","1048","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1049","6","6","6","1049","1049","1049","5","5","5","1049","1049","1049","8","8","8","1049","1049","1049","7","7","7","1049","1049","1049","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1050","5","5","5","1050","1050","1050","6","6","6","1050","1050","1050","7","7","7","1050","1050","1050","7","7","7","1050","1050","1050","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1051","6","6","6","1051","1051","1051","5","5","5","1051","1051","1051","7","7","7","1051","1051","1051","7","7","7","1051","1051","1051","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1052","6","6","6","1052","1052","1052","7","7","7","1052","1052","1052","7","7","7","1052","1052","1052","7","7","7","1052","1052","1052","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1053","4","4","4","1053","1053","1053","5","5","5","1053","1053","1053","7","7","7","1053","1053","1053","7","7","7","1053","1053","1053","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1054","3","3","3","1054","1054","1054","4","4","4","1054","1054","1054","7","7","7","1054","1054","1054","7","7","7","1054","1054","1054","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1055","5","5","5","1055","1055","1055","7","7","7","1055","1055","1055","6","6","6","1055","1055","1055","7","7","7","1055","1055","1055","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1056","6","6","6","1056","1056","1056","6","6","6","1056","1056","1056","7","7","7","1056","1056","1056","7","7","7","1056","1056","1056","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1057","4","4","4","1057","1057","1057","8","8","8","1057","1057","1057","7","7","7","1057","1057","1057","7","7","7","1057","1057","1057","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1058","5","5","5","1058","1058","1058","8","8","8","1058","1058","1058","7","7","7","1058","1058","1058","7","7","7","1058","1058","1058","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1059","6","6","6","1059","1059","1059","5","5","5","1059","1059","1059","7","7","7","1059","1059","1059","7","7","7","1059","1059","1059","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1060","5","5","5","1060","1060","1060","4","4","4","1060","1060","1060","7","7","7","1060","1060","1060","7","7","7","1060","1060","1060","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1061","3","3","3","1061","1061","1061","3","3","3","1061","1061","1061","7","7","7","1061","1061","1061","7","7","7","1061","1061","1061","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1062","3","3","3","1062","1062","1062","5","5","5","1062","1062","1062","7","7","7","1062","1062","1062","7","7","7","1062","1062","1062","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1063","8","8","8","1063","1063","1063","5","5","5","1063","1063","1063","8","8","8","1063","1063","1063","7","7","7","1063","1063","1063","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1064","4","4","4","1064","1064","1064","6","6","6","1064","1064","1064","8","8","8","1064","1064","1064","7","7","7","1064","1064","1064","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1065","2","2","2","1065","1065","1065","4","4","4","1065","1065","1065","8","8","8","1065","1065","1065","7","7","7","1065","1065","1065","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1066","5","5","5","1066","1066","1066","5","5","5","1066","1066","1066","4","4","4","1066","1066","1066","7","7","7","1066","1066","1066","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1067","5","5","5","1067","1067","1067","4","4","4","1067","1067","1067","8","8","8","1067","1067","1067","7","7","7","1067","1067","1067","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1068","4","4","4","1068","1068","1068","7","7","7","1068","1068","1068","7","7","7","1068","1068","1068","7","7","7","1068","1068","1068","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1069","4","4","4","1069","1069","1069","7","7","7","1069","1069","1069","8","8","8","1069","1069","1069","7","7","7","1069","1069","1069","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1070","5","5","5","1070","1070","1070","4","4","4","1070","1070","1070","8","8","8","1070","1070","1070","7","7","7","1070","1070","1070","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1071","7","7","7","1071","1071","1071","7","7","7","1071","1071","1071","8","8","8","1071","1071","1071","7","7","7","1071","1071","1071","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1072","5","5","5","1072","1072","1072","5","5","5","1072","1072","1072","8","8","8","1072","1072","1072","3","3","3","1072","1072","1072","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1073","6","6","6","1073","1073","1073","7","7","7","1073","1073","1073","8","8","8","1073","1073","1073","8","8","8","1073","1073","1073","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1074","8","8","8","1074","1074","1074","7","7","7","1074","1074","1074","8","8","8","1074","1074","1074","3","3","3","1074","1074","1074","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1075","5","5","5","1075","1075","1075","2","2","2","1075","1075","1075","8","8","8","1075","1075","1075","3","3","3","1075","1075","1075","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1076","7","7","7","1076","1076","1076","7","7","7","1076","1076","1076","8","8","8","1076","1076","1076","3","3","3","1076","1076","1076","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1077","3","3","3","1077","1077","1077","5","5","5","1077","1077","1077","8","8","8","1077","1077","1077","3","3","3","1077","1077","1077","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1078","6","6","6","1078","1078","1078","6","6","6","1078","1078","1078","8","8","8","1078","1078","1078","3","3","3","1078","1078","1078","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1079","5","5","5","1079","1079","1079","2","2","2","1079","1079","1079","8","8","8","1079","1079","1079","3","3","3","1079","1079","1079","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1080","5","5","5","1080","1080","1080","4","4","4","1080","1080","1080","8","8","8","1080","1080","1080","3","3","3","1080","1080","1080","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1081","7","7","7","1081","1081","1081","4","4","4","1081","1081","1081","8","8","8","1081","1081","1081","3","3","3","1081","1081","1081","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1082","6","6","6","1082","1082","1082","3","3","3","1082","1082","1082","8","8","8","1082","1082","1082","3","3","3","1082","1082","1082","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1083","8","8","8","1083","1083","1083","8","8","8","1083","1083","1083","8","8","8","1083","1083","1083","3","3","3","1083","1083","1083","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1084","6","6","6","1084","1084","1084","8","8","8","1084","1084","1084","8","8","8","1084","1084","1084","3","3","3","1084","1084","1084","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1085","5","5","5","1085","1085","1085","6","6","6","1085","1085","1085","8","8","8","1085","1085","1085","3","3","3","1085","1085","1085","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1086","4","4","4","1086","1086","1086","5","5","5","1086","1086","1086","8","8","8","1086","1086","1086","3","3","3","1086","1086","1086","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1087","4","4","4","1087","1087","1087","6","6","6","1087","1087","1087","8","8","8","1087","1087","1087","3","3","3","1087","1087","1087","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1088","7","7","7","1088","1088","1088","6","6","6","1088","1088","1088","4","4","4","1088","1088","1088","3","3","3","1088","1088","1088","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1089","5","5","5","1089","1089","1089","7","7","7","1089","1089","1089","4","4","4","1089","1089","1089","3","3","3","1089","1089","1089","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1090","8","8","8","1090","1090","1090","6","6","6","1090","1090","1090","5","5","5","1090","1090","1090","3","3","3","1090","1090","1090","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1091","2","2","2","1091","1091","1091","8","8","8","1091","1091","1091","4","4","4","1091","1091","1091","3","3","3","1091","1091","1091","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1092","6","6","6","1092","1092","1092","3","3","3","1092","1092","1092","4","4","4","1092","1092","1092","7","7","7","1092","1092","1092","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1093","8","8","8","1093","1093","1093","6","6","6","1093","1093","1093","4","4","4","1093","1093","1093","9","9","9","1093","1093","1093","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1094","6","6","6","1094","1094","1094","6","6","6","1094","1094","1094","4","4","4","1094","1094","1094","7","7","7","1094","1094","1094","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1095","8","8","8","1095","1095","1095","6","6","6","1095","1095","1095","4","4","4","1095","1095","1095","7","7","7","1095","1095","1095","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1096","3","3","3","1096","1096","1096","7","7","7","1096","1096","1096","4","4","4","1096","1096","1096","7","7","7","1096","1096","1096","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1097","7","7","7","1097","1097","1097","3","3","3","1097","1097","1097","7","7","7","1097","1097","1097","7","7","7","1097","1097","1097","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1098","6","6","6","1098","1098","1098","4","4","4","1098","1098","1098","6","6","6","1098","1098","1098","7","7","7","1098","1098","1098","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1099","7","7","7","1099","1099","1099","5","5","5","1099","1099","1099","7","7","7","1099","1099","1099","7","7","7","1099","1099","1099","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1100","8","8","8","1100","1100","1100","5","5","5","1100","1100","1100","7","7","7","1100","1100","1100","7","7","7","1100","1100","1100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1101","4","4","4","1101","1101","1101","5","5","5","1101","1101","1101","7","7","7","1101","1101","1101","7","7","7","1101","1101","1101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1102","4","4","4","1102","1102","1102","5","5","5","1102","1102","1102","7","7","7","1102","1102","1102","7","7","7","1102","1102","1102","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1103","6","6","6","1103","1103","1103","6","6","6","1103","1103","1103","7","7","7","1103","1103","1103","7","7","7","1103","1103","1103","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1104","6","6","6","1104","1104","1104","6","6","6","1104","1104","1104","7","7","7","1104","1104","1104","7","7","7","1104","1104","1104","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1105","5","5","5","1105","1105","1105","5","5","5","1105","1105","1105","7","7","7","1105","1105","1105","5","5","5","1105","1105","1105","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1106","5","5","5","1106","1106","1106","3","3","3","1106","1106","1106","7","7","7","1106","1106","1106","6","6","6","1106","1106","1106","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1107","5","5","5","1107","1107","1107","3","3","3","1107","1107","1107","8","8","8","1107","1107","1107","6","6","6","1107","1107","1107","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
